,YearSchluessel,Year,Stadt-/Landkreis,Beschäftigtenquote in %,LAND_NAME,LAND_ABK
5974,201305974,2013,Kreis Soest,56.2,Nordrhein-Westfalen,NW
5974,200905974,2009,Kreis Soest,50.7,Nordrhein-Westfalen,NW
5978,201705978,2017,Kreis Unna,56.0,Nordrhein-Westfalen,NW
5978,201305978,2013,Kreis Unna,51.6,Nordrhein-Westfalen,NW
5978,200905978,2009,Kreis Unna,47.0,Nordrhein-Westfalen,NW
6411,201706411,2017,Darmstadt,55.5,Hessen,HE
6411,201306411,2013,Darmstadt,51.5,Hessen,HE
6411,200906411,2009,Darmstadt,50.1,Hessen,HE
6412,201706412,2017,Frankfurt (Main),57.6,Hessen,HE
6412,201306412,2013,Frankfurt (Main),53.1,Hessen,HE
6412,200906412,2009,Frankfurt (Main),50.1,Hessen,HE
6413,201706413,2017,Offenbach am Main,60.800000000000004,Hessen,HE
6413,201306413,2013,Offenbach am Main,53.300000000000004,Hessen,HE
6413,200906413,2009,Offenbach am Main,47.6,Hessen,HE
6414,201706414,2017,Wiesbaden,58.900000000000006,Hessen,HE
6414,201306414,2013,Wiesbaden,54.400000000000006,Hessen,HE
6414,200906414,2009,Wiesbaden,49.2,Hessen,HE
6431,201706431,2017,Landkreis Bergstrasse,59.2,Hessen,HE
6431,201306431,2013,Landkreis Bergstrasse,55.300000000000004,Hessen,HE
6431,200906431,2009,Landkreis Bergstrasse,52.0,Hessen,HE
6432,201706432,2017,Landkreis Darmstadt-Dieburg,60.0,Hessen,HE
6432,201306432,2013,Landkreis Darmstadt-Dieburg,56.0,Hessen,HE
6432,200906432,2009,Landkreis Darmstadt-Dieburg,52.0,Hessen,HE
6433,201706433,2017,Landkreis Groß-Gerau,61.300000000000004,Hessen,HE
6433,201306433,2013,Landkreis Groß-Gerau,57.900000000000006,Hessen,HE
6433,200906433,2009,Landkreis Groß-Gerau,54.800000000000004,Hessen,HE
6434,201706434,2017,Hochtaunuskreis,58.300000000000004,Hessen,HE
6434,201306434,2013,Hochtaunuskreis,55.0,Hessen,HE
6434,200906434,2009,Hochtaunuskreis,52.5,Hessen,HE
6435,201706435,2017,Main-Kinzig-Kreis,59.6,Hessen,HE
6435,201306435,2013,Main-Kinzig-Kreis,56.1,Hessen,HE
6435,200906435,2009,Main-Kinzig-Kreis,52.300000000000004,Hessen,HE
6436,201706436,2017,Main-Taunus-Kreis,62.400000000000006,Hessen,HE
6436,201306436,2013,Main-Taunus-Kreis,60.0,Hessen,HE
6436,200906436,2009,Main-Taunus-Kreis,56.400000000000006,Hessen,HE
6437,201706437,2017,Odenwaldkreis,58.7,Hessen,HE
6437,201306437,2013,Odenwaldkreis,53.400000000000006,Hessen,HE
6437,200906437,2009,Odenwaldkreis,50.800000000000004,Hessen,HE
6438,201706438,2017,Landkreis Offenbach,60.900000000000006,Hessen,HE
6438,201306438,2013,Landkreis Offenbach,56.800000000000004,Hessen,HE
6438,200906438,2009,Landkreis Offenbach,53.7,Hessen,HE
6439,201706439,2017,Rheingau-Taunus-Kreis,57.800000000000004,Hessen,HE
6439,201306439,2013,Rheingau-Taunus-Kreis,55.400000000000006,Hessen,HE
6439,200906439,2009,Rheingau-Taunus-Kreis,52.0,Hessen,HE
6440,201706440,2017,Wetteraukreis,58.800000000000004,Hessen,HE
6440,201306440,2013,Wetteraukreis,55.400000000000006,Hessen,HE
6440,200906440,2009,Wetteraukreis,51.800000000000004,Hessen,HE
6531,201706531,2017,Landkreis Gießen,53.0,Hessen,HE
6531,201306531,2013,Landkreis Gießen,50.6,Hessen,HE
6531,200906531,2009,Landkreis Gießen,47.7,Hessen,HE
6532,201706532,2017,Lahn-Dill Kreis,58.2,Hessen,HE
6532,201306532,2013,Lahn-Dill Kreis,54.800000000000004,Hessen,HE
6532,200906532,2009,Lahn-Dill Kreis,51.900000000000006,Hessen,HE
6533,201706533,2017,Landkreis Limburg-Weilburg,56.0,Hessen,HE
6533,201306533,2013,Landkreis Limburg-Weilburg,52.400000000000006,Hessen,HE
6533,200906533,2009,Landkreis Limburg-Weilburg,49.800000000000004,Hessen,HE
6534,201706534,2017,Landkreis Marburg-Biedenkopf,55.800000000000004,Hessen,HE
6534,201306534,2013,Landkreis Marburg-Biedenkopf,52.6,Hessen,HE
6534,200906534,2009,Landkreis Marburg-Biedenkopf,47.6,Hessen,HE
6535,201706535,2017,Vogelsbergkreis,59.7,Hessen,HE
6535,201306535,2013,Vogelsbergkreis,56.0,Hessen,HE
6535,200906535,2009,Vogelsbergkreis,52.300000000000004,Hessen,HE
6611,201706611,2017,Kassel,53.400000000000006,Hessen,HE
6611,201306611,2013,Kassel,48.900000000000006,Hessen,HE
6611,200906611,2009,Kassel,43.400000000000006,Hessen,HE
6631,201706631,2017,Landkreis Fulda,59.400000000000006,Hessen,HE
6631,201306631,2013,Landkreis Fulda,55.300000000000004,Hessen,HE
6631,200906631,2009,Landkreis Fulda,50.7,Hessen,HE
6632,201706632,2017,Landkreis Hersfeld-Rotenburg,59.6,Hessen,HE
6632,201306632,2013,Landkreis Hersfeld-Rotenburg,55.300000000000004,Hessen,HE
6632,200906632,2009,Landkreis Hersfeld-Rotenburg,50.400000000000006,Hessen,HE
6633,201706633,2017,Landkreis Kassel (Land),60.5,Hessen,HE
6633,201306633,2013,Landkreis Kassel (Land),56.7,Hessen,HE
6633,200906633,2009,Landkreis Kassel (Land),52.800000000000004,Hessen,HE
6634,201706634,2017,Schwalm-Eder Kreis,59.900000000000006,Hessen,HE
6634,201306634,2013,Schwalm-Eder Kreis,56.1,Hessen,HE
6634,200906634,2009,Schwalm-Eder Kreis,51.7,Hessen,HE
6635,201706635,2017,Landkreis Waldeck-Frankenberg,62.2,Hessen,HE
6635,201306635,2013,Landkreis Waldeck-Frankenberg,58.300000000000004,Hessen,HE
6635,200906635,2009,Landkreis Waldeck-Frankenberg,53.6,Hessen,HE
6636,201706636,2017,Werra-Meißner Kreis,56.6,Hessen,HE
6636,201306636,2013,Werra-Meißner Kreis,52.400000000000006,Hessen,HE
6636,200906636,2009,Werra-Meißner Kreis,47.900000000000006,Hessen,HE
7111,201707111,2017,Koblenz,53.6,Rheinland-Pfalz,RP
7111,201307111,2013,Koblenz,49.800000000000004,Rheinland-Pfalz,RP
7111,200907111,2009,Koblenz,47.5,Rheinland-Pfalz,RP
7131,201707131,2017,Landkreis Ahrweiler,57.6,Rheinland-Pfalz,RP
7131,201307131,2013,Landkreis Ahrweiler,53.7,Rheinland-Pfalz,RP
7131,200907131,2009,Landkreis Ahrweiler,49.800000000000004,Rheinland-Pfalz,RP
7132,201707132,2017,Landkreis Altenkirchen (Westerwald),58.5,Rheinland-Pfalz,RP
7132,201307132,2013,Landkreis Altenkirchen (Westerwald),53.800000000000004,Rheinland-Pfalz,RP
7132,200907132,2009,Landkreis Altenkirchen (Westerwald),50.1,Rheinland-Pfalz,RP
7133,201707133,2017,Landkreis Bad Kreuznach,58.7,Rheinland-Pfalz,RP
7133,201307133,2013,Landkreis Bad Kreuznach,55.0,Rheinland-Pfalz,RP
7133,200907133,2009,Landkreis Bad Kreuznach,52.1,Rheinland-Pfalz,RP
7134,201707134,2017,Landkreis Birkenfeld,58.1,Rheinland-Pfalz,RP
7134,201307134,2013,Landkreis Birkenfeld,54.300000000000004,Rheinland-Pfalz,RP
7134,200907134,2009,Landkreis Birkenfeld,50.800000000000004,Rheinland-Pfalz,RP
7135,201707135,2017,Landkreis Cochem-Zell,58.7,Rheinland-Pfalz,RP
7135,201307135,2013,Landkreis Cochem-Zell,56.1,Rheinland-Pfalz,RP
7135,200907135,2009,Landkreis Cochem-Zell,52.800000000000004,Rheinland-Pfalz,RP
7137,201707137,2017,Landkreis Mayen-Koblenz,58.1,Rheinland-Pfalz,RP
7137,201307137,2013,Landkreis Mayen-Koblenz,55.0,Rheinland-Pfalz,RP
7137,200907137,2009,Landkreis Mayen-Koblenz,51.6,Rheinland-Pfalz,RP
7138,201707138,2017,Landkreis Neuwied,58.6,Rheinland-Pfalz,RP
7138,201307138,2013,Landkreis Neuwied,54.900000000000006,Rheinland-Pfalz,RP
7138,200907138,2009,Landkreis Neuwied,51.5,Rheinland-Pfalz,RP
7140,201707140,2017,Rhein-Hunsrück-Kreis,61.1,Rheinland-Pfalz,RP
7140,201307140,2013,Rhein-Hunsrück-Kreis,55.7,Rheinland-Pfalz,RP
7140,200907140,2009,Rhein-Hunsrück-Kreis,52.6,Rheinland-Pfalz,RP
7141,201707141,2017,Rhein-Lahn-Kreis,58.300000000000004,Rheinland-Pfalz,RP
7141,201307141,2013,Rhein-Lahn-Kreis,55.0,Rheinland-Pfalz,RP
7141,200907141,2009,Rhein-Lahn-Kreis,51.7,Rheinland-Pfalz,RP
7143,201707143,2017,Westerwaldkreis,59.5,Rheinland-Pfalz,RP
7143,201307143,2013,Westerwaldkreis,55.5,Rheinland-Pfalz,RP
7143,200907143,2009,Westerwaldkreis,52.7,Rheinland-Pfalz,RP
7211,201707211,2017,Trier,43.6,Rheinland-Pfalz,RP
7211,201307211,2013,Trier,40.2,Rheinland-Pfalz,RP
7211,200907211,2009,Trier,38.0,Rheinland-Pfalz,RP
7231,201707231,2017,Landkreis Bernkastel-Wittlich,58.900000000000006,Rheinland-Pfalz,RP
7231,201307231,2013,Landkreis Bernkastel-Wittlich,55.300000000000004,Rheinland-Pfalz,RP
7231,200907231,2009,Landkreis Bernkastel-Wittlich,52.6,Rheinland-Pfalz,RP
7232,201707232,2017,Eifelkreis Bitburg-Prüm,46.2,Rheinland-Pfalz,RP
7232,201307232,2013,Eifelkreis Bitburg-Prüm,44.300000000000004,Rheinland-Pfalz,RP
7232,200907232,2009,Eifelkreis Bitburg-Prüm,43.6,Rheinland-Pfalz,RP
7233,201707233,2017,Landkreis Vulkaneifel,57.6,Rheinland-Pfalz,RP
7233,201307233,2013,Landkreis Vulkaneifel,53.800000000000004,Rheinland-Pfalz,RP
7233,200907233,2009,Landkreis Vulkaneifel,50.400000000000006,Rheinland-Pfalz,RP
7235,201707235,2017,Landkreis Trier-Saarburg,46.400000000000006,Rheinland-Pfalz,RP
7235,201307235,2013,Landkreis Trier-Saarburg,45.6,Rheinland-Pfalz,RP
7235,200907235,2009,Landkreis Trier-Saarburg,44.6,Rheinland-Pfalz,RP
7311,201707311,2017,Frankenthal (Pfalz),52.800000000000004,Rheinland-Pfalz,RP
7311,201307311,2013,Frankenthal (Pfalz),55.1,Rheinland-Pfalz,RP
7311,200907311,2009,Frankenthal (Pfalz),51.7,Rheinland-Pfalz,RP
7312,201707312,2017,Kaiserslautern,52.1,Rheinland-Pfalz,RP
7312,201307312,2013,Kaiserslautern,48.2,Rheinland-Pfalz,RP
7312,200907312,2009,Kaiserslautern,45.1,Rheinland-Pfalz,RP
7313,201707313,2017,Landau in der Pfalz,53.800000000000004,Rheinland-Pfalz,RP
7313,201307313,2013,Landau in der Pfalz,52.2,Rheinland-Pfalz,RP
7313,200907313,2009,Landau in der Pfalz,49.800000000000004,Rheinland-Pfalz,RP
7314,201707314,2017,Ludwigshafen am Rhein,58.5,Rheinland-Pfalz,RP
7314,201307314,2013,Ludwigshafen am Rhein,54.7,Rheinland-Pfalz,RP
7314,200907314,2009,Ludwigshafen am Rhein,49.1,Rheinland-Pfalz,RP
7315,201707315,2017,Mainz,54.5,Rheinland-Pfalz,RP
7315,201307315,2013,Mainz,51.800000000000004,Rheinland-Pfalz,RP
7315,200907315,2009,Mainz,48.300000000000004,Rheinland-Pfalz,RP
7316,201707316,2017,Neustadt an der Weinstrasse,59.1,Rheinland-Pfalz,RP
7316,201307316,2013,Neustadt an der Weinstrasse,54.800000000000004,Rheinland-Pfalz,RP
7316,200907316,2009,Neustadt an der Weinstrasse,50.0,Rheinland-Pfalz,RP
7317,201707317,2017,Pirmasens,55.0,Rheinland-Pfalz,RP
7317,201307317,2013,Pirmasens,51.6,Rheinland-Pfalz,RP
7317,200907317,2009,Pirmasens,49.0,Rheinland-Pfalz,RP
7318,201707318,2017,Speyer,58.5,Rheinland-Pfalz,RP
7318,201307318,2013,Speyer,56.2,Rheinland-Pfalz,RP
7318,200907318,2009,Speyer,52.6,Rheinland-Pfalz,RP
7319,201707319,2017,Worms,60.0,Rheinland-Pfalz,RP
7319,201307319,2013,Worms,56.2,Rheinland-Pfalz,RP
7319,200907319,2009,Worms,50.800000000000004,Rheinland-Pfalz,RP
7320,201707320,2017,Zweibrücken,56.300000000000004,Rheinland-Pfalz,RP
7320,201307320,2013,Zweibrücken,53.300000000000004,Rheinland-Pfalz,RP
7320,200907320,2009,Zweibrücken,50.1,Rheinland-Pfalz,RP
7331,201707331,2017,Landkreis Alzey-Worms,59.900000000000006,Rheinland-Pfalz,RP
7331,201307331,2013,Landkreis Alzey-Worms,56.7,Rheinland-Pfalz,RP
7331,200907331,2009,Landkreis Alzey-Worms,53.900000000000006,Rheinland-Pfalz,RP
7332,201707332,2017,Landkreis Bad Dürkheim,60.0,Rheinland-Pfalz,RP
7332,201307332,2013,Landkreis Bad Dürkheim,56.300000000000004,Rheinland-Pfalz,RP
7332,200907332,2009,Landkreis Bad Dürkheim,52.400000000000006,Rheinland-Pfalz,RP
7333,201707333,2017,Donnersbergkreis,59.800000000000004,Rheinland-Pfalz,RP
7333,201307333,2013,Donnersbergkreis,56.300000000000004,Rheinland-Pfalz,RP
7333,200907333,2009,Donnersbergkreis,53.6,Rheinland-Pfalz,RP
7334,201707334,2017,Landkreis Germersheim,62.2,Rheinland-Pfalz,RP
7334,201307334,2013,Landkreis Germersheim,59.1,Rheinland-Pfalz,RP
7334,200907334,2009,Landkreis Germersheim,55.400000000000006,Rheinland-Pfalz,RP
7335,201707335,2017,Landkreis Kaiserslautern (Land),57.6,Rheinland-Pfalz,RP
7335,201307335,2013,Landkreis Kaiserslautern (Land),53.800000000000004,Rheinland-Pfalz,RP
7335,200907335,2009,Landkreis Kaiserslautern (Land),51.7,Rheinland-Pfalz,RP
7336,201707336,2017,Landkreis Kusel,58.2,Rheinland-Pfalz,RP
7336,201307336,2013,Landkreis Kusel,55.1,Rheinland-Pfalz,RP
7336,200907336,2009,Landkreis Kusel,53.400000000000006,Rheinland-Pfalz,RP
7337,201707337,2017,Landkreis Südliche Weinstrasse,59.5,Rheinland-Pfalz,RP
7337,201307337,2013,Landkreis Südliche Weinstrasse,55.800000000000004,Rheinland-Pfalz,RP
7337,200907337,2009,Landkreis Südliche Weinstrasse,52.7,Rheinland-Pfalz,RP
7338,201707338,2017,Rhein-Pfalz-Kreis,61.6,Rheinland-Pfalz,RP
7338,201307338,2013,Rhein-Pfalz-Kreis,59.400000000000006,Rheinland-Pfalz,RP
7338,200907338,2009,Rhein-Pfalz-Kreis,55.6,Rheinland-Pfalz,RP
7339,201707339,2017,Landkreis Mainz-Bingen,60.6,Rheinland-Pfalz,RP
7339,201307339,2013,Landkreis Mainz-Bingen,57.800000000000004,Rheinland-Pfalz,RP
7339,200907339,2009,Landkreis Mainz-Bingen,54.7,Rheinland-Pfalz,RP
7340,201707340,2017,Landkreis Südwestpfalz,59.6,Rheinland-Pfalz,RP
7340,201307340,2013,Landkreis Südwestpfalz,55.900000000000006,Rheinland-Pfalz,RP
7340,200907340,2009,Landkreis Südwestpfalz,52.900000000000006,Rheinland-Pfalz,RP
8111,201708111,2017,Stuttgart,58.2,Baden-Württemberg,BW
8111,201308111,2013,Stuttgart,54.1,Baden-Württemberg,BW
8111,200908111,2009,Stuttgart,48.5,Baden-Württemberg,BW
8115,201708115,2017,Landkreis Böblingen,64.5,Baden-Württemberg,BW
8115,201308115,2013,Landkreis Böblingen,60.7,Baden-Württemberg,BW
8115,200908115,2009,Landkreis Böblingen,55.5,Baden-Württemberg,BW
8116,201708116,2017,Landkreis Esslingen,63.6,Baden-Württemberg,BW
8116,201308116,2013,Landkreis Esslingen,60.1,Baden-Württemberg,BW
8116,200908116,2009,Landkreis Esslingen,55.7,Baden-Württemberg,BW
8117,201708117,2017,Landkreis Göppingen,61.400000000000006,Baden-Württemberg,BW
8117,201308117,2013,Landkreis Göppingen,57.900000000000006,Baden-Württemberg,BW
8117,200908117,2009,Landkreis Göppingen,53.300000000000004,Baden-Württemberg,BW
8118,201708118,2017,Landkreis Ludwigsburg,64.3,Baden-Württemberg,BW
8118,201308118,2013,Landkreis Ludwigsburg,60.7,Baden-Württemberg,BW
8118,200908118,2009,Landkreis Ludwigsburg,56.1,Baden-Württemberg,BW
8119,201708119,2017,Rems-Murr-Kreis,63.1,Baden-Württemberg,BW
8119,201308119,2013,Rems-Murr-Kreis,59.6,Baden-Württemberg,BW
8119,200908119,2009,Rems-Murr-Kreis,54.6,Baden-Württemberg,BW
8121,201708121,2017,Heilbronn,63.1,Baden-Württemberg,BW
8121,201308121,2013,Heilbronn,58.1,Baden-Württemberg,BW
8121,200908121,2009,Heilbronn,50.300000000000004,Baden-Württemberg,BW
8125,201708125,2017,Landkreis Heilbronn (Land),64.8,Baden-Württemberg,BW
8125,201308125,2013,Landkreis Heilbronn (Land),60.6,Baden-Württemberg,BW
8125,200908125,2009,Landkreis Heilbronn (Land),55.800000000000004,Baden-Württemberg,BW
8126,201708126,2017,Hohenlohekreis,66.8,Baden-Württemberg,BW
8126,201308126,2013,Hohenlohekreis,62.900000000000006,Baden-Württemberg,BW
8126,200908126,2009,Hohenlohekreis,57.1,Baden-Württemberg,BW
8127,201708127,2017,Landkreis Schwäbisch Hall,64.4,Baden-Württemberg,BW
8127,201308127,2013,Landkreis Schwäbisch Hall,60.0,Baden-Württemberg,BW
8127,200908127,2009,Landkreis Schwäbisch Hall,55.6,Baden-Württemberg,BW
8128,201708128,2017,Main-Tauber-Kreis,63.5,Baden-Württemberg,BW
8128,201308128,2013,Main-Tauber-Kreis,59.800000000000004,Baden-Württemberg,BW
8128,200908128,2009,Main-Tauber-Kreis,54.5,Baden-Württemberg,BW
8135,201708135,2017,Landkreis Heidenheim,62.5,Baden-Württemberg,BW
8135,201308135,2013,Landkreis Heidenheim,59.2,Baden-Württemberg,BW
8135,200908135,2009,Landkreis Heidenheim,54.400000000000006,Baden-Württemberg,BW
8136,201708136,2017,Ostalbkreis,61.6,Baden-Württemberg,BW
8136,201308136,2013,Ostalbkreis,58.400000000000006,Baden-Württemberg,BW
8136,200908136,2009,Ostalbkreis,53.6,Baden-Württemberg,BW
8211,201708211,2017,Baden-Baden,60.0,Baden-Württemberg,BW
8211,201308211,2013,Baden-Baden,56.5,Baden-Württemberg,BW
8211,200908211,2009,Baden-Baden,50.0,Baden-Württemberg,BW
8212,201708212,2017,Karlsruhe,54.6,Baden-Württemberg,BW
8212,201308212,2013,Karlsruhe,51.5,Baden-Württemberg,BW
8212,200908212,2009,Karlsruhe,48.2,Baden-Württemberg,BW
8215,201708215,2017,Landkreis Karlsruhe (Land),62.800000000000004,Baden-Württemberg,BW
8215,201308215,2013,Landkreis Karlsruhe (Land),58.900000000000006,Baden-Württemberg,BW
8215,200908215,2009,Landkreis Karlsruhe (Land),54.6,Baden-Württemberg,BW
8216,201708216,2017,Landkreis Rastatt,65.2,Baden-Württemberg,BW
8216,201308216,2013,Landkreis Rastatt,61.7,Baden-Württemberg,BW
8216,200908216,2009,Landkreis Rastatt,57.1,Baden-Württemberg,BW
8221,201708221,2017,Heidelberg,44.300000000000004,Baden-Württemberg,BW
8221,201308221,2013,Heidelberg,40.7,Baden-Württemberg,BW
8221,200908221,2009,Heidelberg,38.300000000000004,Baden-Württemberg,BW
8222,201708222,2017,Mannheim,58.2,Baden-Württemberg,BW
8222,201308222,2013,Mannheim,54.1,Baden-Württemberg,BW
8222,200908222,2009,Mannheim,47.300000000000004,Baden-Württemberg,BW
8225,201708225,2017,Neckar-Odenwald-Kreis,61.900000000000006,Baden-Württemberg,BW
8225,201308225,2013,Neckar-Odenwald-Kreis,58.2,Baden-Württemberg,BW
8225,200908225,2009,Neckar-Odenwald-Kreis,53.300000000000004,Baden-Württemberg,BW
8226,201708226,2017,Rhein-Neckar-Kreis,61.300000000000004,Baden-Württemberg,BW
8226,201308226,2013,Rhein-Neckar-Kreis,57.400000000000006,Baden-Württemberg,BW
8226,200908226,2009,Rhein-Neckar-Kreis,52.800000000000004,Baden-Württemberg,BW
8231,201708231,2017,Pforzheim,60.400000000000006,Baden-Württemberg,BW
8231,201308231,2013,Pforzheim,56.5,Baden-Württemberg,BW
8231,200908231,2009,Pforzheim,50.300000000000004,Baden-Württemberg,BW
8235,201708235,2017,Landkreis Calw,64.10000000000001,Baden-Württemberg,BW
8235,201308235,2013,Landkreis Calw,59.6,Baden-Württemberg,BW
8235,200908235,2009,Landkreis Calw,54.0,Baden-Württemberg,BW
8236,201708236,2017,Enzkreis,63.7,Baden-Württemberg,BW
8236,201308236,2013,Enzkreis,59.800000000000004,Baden-Württemberg,BW
8236,200908236,2009,Enzkreis,55.400000000000006,Baden-Württemberg,BW
8237,201708237,2017,Landkreis Freudenstadt,65.10000000000001,Baden-Württemberg,BW
8237,201308237,2013,Landkreis Freudenstadt,60.7,Baden-Württemberg,BW
8237,200908237,2009,Landkreis Freudenstadt,55.2,Baden-Württemberg,BW
8311,201708311,2017,Freiburg im Breisgau,49.800000000000004,Baden-Württemberg,BW
8311,201308311,2013,Freiburg im Breisgau,45.7,Baden-Württemberg,BW
8311,200908311,2009,Freiburg im Breisgau,39.900000000000006,Baden-Württemberg,BW
8315,201708315,2017,Landkreis Breisgau-Hochschwarzwald,60.0,Baden-Württemberg,BW
8315,201308315,2013,Landkreis Breisgau-Hochschwarzwald,56.400000000000006,Baden-Württemberg,BW
8315,200908315,2009,Landkreis Breisgau-Hochschwarzwald,50.800000000000004,Baden-Württemberg,BW
8316,201708316,2017,Landkreis Emmendingen,63.2,Baden-Württemberg,BW
8316,201308316,2013,Landkreis Emmendingen,59.7,Baden-Württemberg,BW
8316,200908316,2009,Landkreis Emmendingen,55.2,Baden-Württemberg,BW
8317,201708317,2017,Ortenaukreis,64.60000000000001,Baden-Württemberg,BW
8317,201308317,2013,Ortenaukreis,60.5,Baden-Württemberg,BW
8317,200908317,2009,Ortenaukreis,55.900000000000006,Baden-Württemberg,BW
8325,201708325,2017,Landkreis Rottweil,64.8,Baden-Württemberg,BW
8325,201308325,2013,Landkreis Rottweil,60.800000000000004,Baden-Württemberg,BW
8325,200908325,2009,Landkreis Rottweil,55.400000000000006,Baden-Württemberg,BW
8326,201708326,2017,Schwarzwald-Baar-Kreis,63.400000000000006,Baden-Württemberg,BW
8326,201308326,2013,Schwarzwald-Baar-Kreis,59.1,Baden-Württemberg,BW
8326,200908326,2009,Schwarzwald-Baar-Kreis,54.800000000000004,Baden-Württemberg,BW
8327,201708327,2017,Landkreis Tuttlingen,65.4,Baden-Württemberg,BW
8327,201308327,2013,Landkreis Tuttlingen,62.0,Baden-Württemberg,BW
8327,200908327,2009,Landkreis Tuttlingen,55.800000000000004,Baden-Württemberg,BW
8335,201708335,2017,Landkreis Konstanz,55.1,Baden-Württemberg,BW
8335,201308335,2013,Landkreis Konstanz,51.300000000000004,Baden-Württemberg,BW
8335,200908335,2009,Landkreis Konstanz,46.1,Baden-Württemberg,BW
8336,201708336,2017,Landkreis Lörrach,50.7,Baden-Württemberg,BW
8336,201308336,2013,Landkreis Lörrach,48.0,Baden-Württemberg,BW
8336,200908336,2009,Landkreis Lörrach,44.2,Baden-Württemberg,BW
8337,201708337,2017,Landkreis Waldshut,50.5,Baden-Württemberg,BW
8337,201308337,2013,Landkreis Waldshut,47.0,Baden-Württemberg,BW
8337,200908337,2009,Landkreis Waldshut,43.0,Baden-Württemberg,BW
8415,201708415,2017,Landkreis Reutlingen,62.800000000000004,Baden-Württemberg,BW
8415,201308415,2013,Landkreis Reutlingen,59.400000000000006,Baden-Württemberg,BW
8415,200908415,2009,Landkreis Reutlingen,54.900000000000006,Baden-Württemberg,BW
8416,201708416,2017,Landkreis Tübingen,55.2,Baden-Württemberg,BW
8416,201308416,2013,Landkreis Tübingen,51.800000000000004,Baden-Württemberg,BW
8416,200908416,2009,Landkreis Tübingen,47.2,Baden-Württemberg,BW
8417,201708417,2017,Zollernalbkreis,63.300000000000004,Baden-Württemberg,BW
8417,201308417,2013,Zollernalbkreis,59.0,Baden-Württemberg,BW
8417,200908417,2009,Zollernalbkreis,54.800000000000004,Baden-Württemberg,BW
8421,201708421,2017,Ulm,60.400000000000006,Baden-Württemberg,BW
8421,201308421,2013,Ulm,56.0,Baden-Württemberg,BW
8421,200908421,2009,Ulm,49.800000000000004,Baden-Württemberg,BW
8425,201708425,2017,Alb-Donau-Kreis,64.60000000000001,Baden-Württemberg,BW
8425,201308425,2013,Alb-Donau-Kreis,60.6,Baden-Württemberg,BW
8425,200908425,2009,Alb-Donau-Kreis,56.400000000000006,Baden-Württemberg,BW
8426,201708426,2017,Landkreis Biberach,65.0,Baden-Württemberg,BW
8426,201308426,2013,Landkreis Biberach,61.0,Baden-Württemberg,BW
8426,200908426,2009,Landkreis Biberach,56.900000000000006,Baden-Württemberg,BW
8435,201708435,2017,Bodenseekreis,64.3,Baden-Württemberg,BW
8435,201308435,2013,Bodenseekreis,60.7,Baden-Württemberg,BW
8435,200908435,2009,Bodenseekreis,54.0,Baden-Württemberg,BW
8436,201708436,2017,Landkreis Ravensburg,62.2,Baden-Württemberg,BW
8436,201308436,2013,Landkreis Ravensburg,58.2,Baden-Württemberg,BW
8436,200908436,2009,Landkreis Ravensburg,52.6,Baden-Württemberg,BW
8437,201708437,2017,Landkreis Sigmaringen,61.5,Baden-Württemberg,BW
8437,201308437,2013,Landkreis Sigmaringen,58.1,Baden-Württemberg,BW
8437,200908437,2009,Landkreis Sigmaringen,52.800000000000004,Baden-Württemberg,BW
9161,201709161,2017,Ingolstadt,66.8,Bayern,BY
9161,201309161,2013,Ingolstadt,61.900000000000006,Bayern,BY
9161,200909161,2009,Ingolstadt,56.400000000000006,Bayern,BY
9162,201709162,2017,München,63.800000000000004,Bayern,BY
9162,201309162,2013,München,58.0,Bayern,BY
9162,200909162,2009,München,54.2,Bayern,BY
9163,201709163,2017,Rosenheim,59.5,Bayern,BY
9163,201309163,2013,Rosenheim,56.800000000000004,Bayern,BY
9163,200909163,2009,Rosenheim,49.900000000000006,Bayern,BY
9171,201709171,2017,Landkreis Altötting,62.6,Bayern,BY
9171,201309171,2013,Landkreis Altötting,59.400000000000006,Bayern,BY
9171,200909171,2009,Landkreis Altötting,54.5,Bayern,BY
9172,201709172,2017,Landkreis Berchtesgadener Land,53.0,Bayern,BY
9172,201309172,2013,Landkreis Berchtesgadener Land,49.1,Bayern,BY
9172,200909172,2009,Landkreis Berchtesgadener Land,45.300000000000004,Bayern,BY
9173,201709173,2017,Landkreis Bad Tölz-Wolfratshausen,61.2,Bayern,BY
9173,201309173,2013,Landkreis Bad Tölz-Wolfratshausen,58.0,Bayern,BY
9173,200909173,2009,Landkreis Bad Tölz-Wolfratshausen,52.6,Bayern,BY
9174,201709174,2017,Landkreis Dachau,66.0,Bayern,BY
9174,201309174,2013,Landkreis Dachau,62.2,Bayern,BY
9174,200909174,2009,Landkreis Dachau,57.6,Bayern,BY
9175,201709175,2017,Landkreis Ebersberg,63.6,Bayern,BY
9175,201309175,2013,Landkreis Ebersberg,60.6,Bayern,BY
9175,200909175,2009,Landkreis Ebersberg,55.2,Bayern,BY
9176,201709176,2017,Landkreis Eichstätt,63.1,Bayern,BY
9176,201309176,2013,Landkreis Eichstätt,60.2,Bayern,BY
9176,200909176,2009,Landkreis Eichstätt,56.7,Bayern,BY
9177,201709177,2017,Landkreis Erding,65.3,Bayern,BY
9177,201309177,2013,Landkreis Erding,61.800000000000004,Bayern,BY
9177,200909177,2009,Landkreis Erding,57.400000000000006,Bayern,BY
