,YearSchluessel,Year,Stadt-/Landkreis,Gewerbeanmeldungen je 10.000 Einwohner,LAND_NAME,LAND_ABK
9179,200909179,2009,Landkreis Fürstenfeldbruck,122.80000000000001,Bayern,BY
9179,201309179,2013,Landkreis Fürstenfeldbruck,115.80000000000001,Bayern,BY
9179,201709179,2017,Landkreis Fürstenfeldbruck,95.9,Bayern,BY
9180,200909180,2009,Landkreis Garmisch-Partenkirchen,105.2,Bayern,BY
9180,201309180,2013,Landkreis Garmisch-Partenkirchen,111.30000000000001,Bayern,BY
9180,201709180,2017,Landkreis Garmisch-Partenkirchen,94.80000000000001,Bayern,BY
9181,200909181,2009,Landkreis Landsberg am Lech,126.5,Bayern,BY
9181,201309181,2013,Landkreis Landsberg am Lech,114.30000000000001,Bayern,BY
9181,201709181,2017,Landkreis Landsberg am Lech,100.2,Bayern,BY
9182,200909182,2009,Landkreis Miesbach,157.70000000000002,Bayern,BY
9182,201309182,2013,Landkreis Miesbach,135.8,Bayern,BY
9182,201709182,2017,Landkreis Miesbach,114.7,Bayern,BY
9183,200909183,2009,Landkreis Mühldorf am Inn,112.9,Bayern,BY
9183,201309183,2013,Landkreis Mühldorf am Inn,100.9,Bayern,BY
9183,201709183,2017,Landkreis Mühldorf am Inn,89.7,Bayern,BY
9184,200909184,2009,Landkreis München (Land),172.9,Bayern,BY
9184,201309184,2013,Landkreis München (Land),160.70000000000002,Bayern,BY
9184,201709184,2017,Landkreis München (Land),146.0,Bayern,BY
9185,200909185,2009,Landkreis Neuburg-Schrobenhausen,92.9,Bayern,BY
9185,201309185,2013,Landkreis Neuburg-Schrobenhausen,81.7,Bayern,BY
9185,201709185,2017,Landkreis Neuburg-Schrobenhausen,73.3,Bayern,BY
9186,200909186,2009,Landkreis Pfaffenhofen an der Ilm,116.80000000000001,Bayern,BY
9186,201309186,2013,Landkreis Pfaffenhofen an der Ilm,105.0,Bayern,BY
9186,201709186,2017,Landkreis Pfaffenhofen an der Ilm,87.80000000000001,Bayern,BY
9187,200909187,2009,Landkreis Rosenheim (Land),137.3,Bayern,BY
9187,201309187,2013,Landkreis Rosenheim (Land),124.7,Bayern,BY
9187,201709187,2017,Landkreis Rosenheim (Land),107.10000000000001,Bayern,BY
9188,200909188,2009,Landkreis Starnberg,148.9,Bayern,BY
9188,201309188,2013,Landkreis Starnberg,131.5,Bayern,BY
9188,201709188,2017,Landkreis Starnberg,115.9,Bayern,BY
9189,200909189,2009,Landkreis Traunstein,114.9,Bayern,BY
9189,201309189,2013,Landkreis Traunstein,94.5,Bayern,BY
9189,201709189,2017,Landkreis Traunstein,86.0,Bayern,BY
9190,200909190,2009,Landkreis Weilheim-Schongau,102.7,Bayern,BY
9190,201309190,2013,Landkreis Weilheim-Schongau,99.0,Bayern,BY
9190,201709190,2017,Landkreis Weilheim-Schongau,89.9,Bayern,BY
9261,200909261,2009,Landshut,98.0,Bayern,BY
9261,201309261,2013,Landshut,96.7,Bayern,BY
9261,201709261,2017,Landshut,67.8,Bayern,BY
9262,200909262,2009,Passau,136.6,Bayern,BY
9262,201309262,2013,Passau,121.60000000000001,Bayern,BY
9262,201709262,2017,Passau,109.5,Bayern,BY
9263,200909263,2009,Straubing,110.4,Bayern,BY
9263,201309263,2013,Straubing,93.80000000000001,Bayern,BY
9263,201709263,2017,Straubing,81.7,Bayern,BY
9271,200909271,2009,Landkreis Deggendorf,109.10000000000001,Bayern,BY
9271,201309271,2013,Landkreis Deggendorf,80.7,Bayern,BY
9271,201709271,2017,Landkreis Deggendorf,84.30000000000001,Bayern,BY
9272,200909272,2009,Landkreis Freyung-Grafenau,91.7,Bayern,BY
9272,201309272,2013,Landkreis Freyung-Grafenau,73.10000000000001,Bayern,BY
9272,201709272,2017,Landkreis Freyung-Grafenau,62.5,Bayern,BY
9273,200909273,2009,Landkreis Kehlheim,98.30000000000001,Bayern,BY
9273,201309273,2013,Landkreis Kehlheim,77.80000000000001,Bayern,BY
9273,201709273,2017,Landkreis Kehlheim,77.60000000000001,Bayern,BY
9274,200909274,2009,Landkreis Landshut (Land),117.0,Bayern,BY
9274,201309274,2013,Landkreis Landshut (Land),87.2,Bayern,BY
9274,201709274,2017,Landkreis Landshut (Land),78.5,Bayern,BY
9275,200909275,2009,Landkreis Passau (Land),114.10000000000001,Bayern,BY
9275,201309275,2013,Landkreis Passau (Land),82.7,Bayern,BY
9275,201709275,2017,Landkreis Passau (Land),86.30000000000001,Bayern,BY
9276,200909276,2009,Landkreis Regen,86.9,Bayern,BY
9276,201309276,2013,Landkreis Regen,69.10000000000001,Bayern,BY
9276,201709276,2017,Landkreis Regen,59.5,Bayern,BY
9277,200909277,2009,Landkreis Rottal-Inn,110.30000000000001,Bayern,BY
9277,201309277,2013,Landkreis Rottal-Inn,76.4,Bayern,BY
9277,201709277,2017,Landkreis Rottal-Inn,82.10000000000001,Bayern,BY
9278,200909278,2009,Landkreis Straubing-Bogen,103.9,Bayern,BY
9278,201309278,2013,Landkreis Straubing-Bogen,70.9,Bayern,BY
9278,201709278,2017,Landkreis Straubing-Bogen,65.60000000000001,Bayern,BY
9279,200909279,2009,Landkreis Dingolfing-Landau,86.0,Bayern,BY
9279,201309279,2013,Landkreis Dingolfing-Landau,71.7,Bayern,BY
9279,201709279,2017,Landkreis Dingolfing-Landau,67.8,Bayern,BY
9361,200909361,2009,Amberg,81.5,Bayern,BY
9361,201309361,2013,Amberg,69.3,Bayern,BY
9361,201709361,2017,Amberg,72.60000000000001,Bayern,BY
9362,200909362,2009,Regensburg,91.9,Bayern,BY
9362,201309362,2013,Regensburg,89.2,Bayern,BY
9362,201709362,2017,Regensburg,76.4,Bayern,BY
9363,200909363,2009,Weiden in der Oberpfalz,77.60000000000001,Bayern,BY
9363,201309363,2013,Weiden in der Oberpfalz,73.9,Bayern,BY
9363,201709363,2017,Weiden in der Oberpfalz,58.6,Bayern,BY
9371,200909371,2009,Landkreis Amberg-Sulzbach,73.60000000000001,Bayern,BY
9371,201309371,2013,Landkreis Amberg-Sulzbach,60.7,Bayern,BY
9371,201709371,2017,Landkreis Amberg-Sulzbach,64.60000000000001,Bayern,BY
9372,200909372,2009,Landkreis Cham,100.60000000000001,Bayern,BY
9372,201309372,2013,Landkreis Cham,71.60000000000001,Bayern,BY
9372,201709372,2017,Landkreis Cham,67.0,Bayern,BY
9373,200909373,2009,Landkreis Neumarkt in der Oberpfalz,89.5,Bayern,BY
9373,201309373,2013,Landkreis Neumarkt in der Oberpfalz,72.8,Bayern,BY
9373,201709373,2017,Landkreis Neumarkt in der Oberpfalz,69.8,Bayern,BY
9374,200909374,2009,Landkreis Neustadt an der Waldnaab,75.7,Bayern,BY
9374,201309374,2013,Landkreis Neustadt an der Waldnaab,58.0,Bayern,BY
9374,201709374,2017,Landkreis Neustadt an der Waldnaab,58.400000000000006,Bayern,BY
9375,200909375,2009,Landkreis Regensburg (Land),97.5,Bayern,BY
9375,201309375,2013,Landkreis Regensburg (Land),81.7,Bayern,BY
9375,201709375,2017,Landkreis Regensburg (Land),71.4,Bayern,BY
9376,200909376,2009,Landkreis Schwandorf,94.30000000000001,Bayern,BY
9376,201309376,2013,Landkreis Schwandorf,78.80000000000001,Bayern,BY
9376,201709376,2017,Landkreis Schwandorf,71.60000000000001,Bayern,BY
9377,200909377,2009,Landkreis Tirschenreuth,95.80000000000001,Bayern,BY
9377,201309377,2013,Landkreis Tirschenreuth,59.300000000000004,Bayern,BY
9377,201709377,2017,Landkreis Tirschenreuth,59.6,Bayern,BY
9461,200909461,2009,Bamberg,133.6,Bayern,BY
9461,201309461,2013,Bamberg,109.10000000000001,Bayern,BY
9461,201709461,2017,Bamberg,83.80000000000001,Bayern,BY
9462,200909462,2009,Bayreuth,96.7,Bayern,BY
9462,201309462,2013,Bayreuth,77.2,Bayern,BY
9462,201709462,2017,Bayreuth,73.8,Bayern,BY
9463,200909463,2009,Coburg,83.0,Bayern,BY
9463,201309463,2013,Coburg,60.2,Bayern,BY
9463,201709463,2017,Coburg,59.0,Bayern,BY
9464,200909464,2009,Hof,93.2,Bayern,BY
9464,201309464,2013,Hof,74.60000000000001,Bayern,BY
9464,201709464,2017,Hof,52.900000000000006,Bayern,BY
9471,200909471,2009,Landkreis Bamberg (Land),96.7,Bayern,BY
9471,201309471,2013,Landkreis Bamberg (Land),72.5,Bayern,BY
9471,201709471,2017,Landkreis Bamberg (Land),67.60000000000001,Bayern,BY
9472,200909472,2009,Landkreis Bayreuth (Land),85.4,Bayern,BY
9472,201309472,2013,Landkreis Bayreuth (Land),65.0,Bayern,BY
9472,201709472,2017,Landkreis Bayreuth (Land),64.60000000000001,Bayern,BY
9473,200909473,2009,Landkreis Coburg (Land),89.7,Bayern,BY
9473,201309473,2013,Landkreis Coburg (Land),62.7,Bayern,BY
9473,201709473,2017,Landkreis Coburg (Land),58.400000000000006,Bayern,BY
9474,200909474,2009,Landkreis Forchheim,95.80000000000001,Bayern,BY
9474,201309474,2013,Landkreis Forchheim,70.0,Bayern,BY
9474,201709474,2017,Landkreis Forchheim,68.8,Bayern,BY
9475,200909475,2009,Landkreis Hof (Land),77.80000000000001,Bayern,BY
9475,201309475,2013,Landkreis Hof (Land),58.300000000000004,Bayern,BY
9475,201709475,2017,Landkreis Hof (Land),54.2,Bayern,BY
9476,200909476,2009,Landkreis Kronach,66.0,Bayern,BY
9476,201309476,2013,Landkreis Kronach,53.2,Bayern,BY
9476,201709476,2017,Landkreis Kronach,46.0,Bayern,BY
9477,200909477,2009,Landkreis Kulmbach,96.60000000000001,Bayern,BY
9477,201309477,2013,Landkreis Kulmbach,65.4,Bayern,BY
9477,201709477,2017,Landkreis Kulmbach,61.5,Bayern,BY
9478,200909478,2009,Landkreis Lichtenfels,79.5,Bayern,BY
9478,201309478,2013,Landkreis Lichtenfels,51.6,Bayern,BY
9478,201709478,2017,Landkreis Lichtenfels,63.0,Bayern,BY
9479,200909479,2009,Landkreis Wunsiedel im Fichtelgebirge,74.4,Bayern,BY
9479,201309479,2013,Landkreis Wunsiedel im Fichtelgebirge,61.7,Bayern,BY
9479,201709479,2017,Landkreis Wunsiedel im Fichtelgebirge,60.900000000000006,Bayern,BY
9561,200909561,2009,Ansbach,92.60000000000001,Bayern,BY
9561,201309561,2013,Ansbach,76.0,Bayern,BY
9561,201709561,2017,Ansbach,70.0,Bayern,BY
9562,200909562,2009,Erlangen,77.7,Bayern,BY
9562,201309562,2013,Erlangen,72.10000000000001,Bayern,BY
9562,201709562,2017,Erlangen,68.4,Bayern,BY
9563,200909563,2009,Fürth,128.1,Bayern,BY
9563,201309563,2013,Fürth,143.20000000000002,Bayern,BY
9563,201709563,2017,Fürth,88.80000000000001,Bayern,BY
9564,200909564,2009,Nürnberg,111.30000000000001,Bayern,BY
9564,201309564,2013,Nürnberg,103.9,Bayern,BY
9564,201709564,2017,Nürnberg,80.0,Bayern,BY
9565,200909565,2009,Schwabach,100.9,Bayern,BY
9565,201309565,2013,Schwabach,109.0,Bayern,BY
9565,201709565,2017,Schwabach,82.0,Bayern,BY
9571,200909571,2009,Landkreis Ansbach (Land),79.80000000000001,Bayern,BY
9571,201309571,2013,Landkreis Ansbach (Land),56.400000000000006,Bayern,BY
9571,201709571,2017,Landkreis Ansbach (Land),65.9,Bayern,BY
9572,200909572,2009,Landkreis Erlangen-Höchstadt,89.7,Bayern,BY
9572,201309572,2013,Landkreis Erlangen-Höchstadt,71.7,Bayern,BY
9572,201709572,2017,Landkreis Erlangen-Höchstadt,70.8,Bayern,BY
9573,200909573,2009,Landkreis Fürth (Land),113.7,Bayern,BY
9573,201309573,2013,Landkreis Fürth (Land),92.60000000000001,Bayern,BY
9573,201709573,2017,Landkreis Fürth (Land),85.7,Bayern,BY
9574,200909574,2009,Landkreis Nürnberger Land,100.30000000000001,Bayern,BY
9574,201309574,2013,Landkreis Nürnberger Land,93.7,Bayern,BY
9574,201709574,2017,Landkreis Nürnberger Land,79.60000000000001,Bayern,BY
9575,200909575,2009,Landkreis Neustadt an der Aisch-Bad Windsheim,84.10000000000001,Bayern,BY
9575,201309575,2013,Landkreis Neustadt an der Aisch-Bad Windsheim,68.8,Bayern,BY
9575,201709575,2017,Landkreis Neustadt an der Aisch-Bad Windsheim,73.10000000000001,Bayern,BY
9576,200909576,2009,Landkreis Roth,109.7,Bayern,BY
9576,201309576,2013,Landkreis Roth,87.0,Bayern,BY
9576,201709576,2017,Landkreis Roth,86.5,Bayern,BY
9577,200909577,2009,Landkreis Weißenburg-Gunzenhausen,117.0,Bayern,BY
9577,201309577,2013,Landkreis Weißenburg-Gunzenhausen,82.5,Bayern,BY
9577,201709577,2017,Landkreis Weißenburg-Gunzenhausen,75.60000000000001,Bayern,BY
9661,200909661,2009,Aschaffenburg,130.3,Bayern,BY
9661,201309661,2013,Aschaffenburg,112.5,Bayern,BY
9661,201709661,2017,Aschaffenburg,82.5,Bayern,BY
9662,200909662,2009,Schweinfurt,124.9,Bayern,BY
9662,201309662,2013,Schweinfurt,94.9,Bayern,BY
9662,201709662,2017,Schweinfurt,82.5,Bayern,BY
9663,200909663,2009,Würzburg,86.9,Bayern,BY
9663,201309663,2013,Würzburg,88.0,Bayern,BY
9663,201709663,2017,Würzburg,80.30000000000001,Bayern,BY
9671,200909671,2009,Landkreis Aschaffenburg (Land),113.5,Bayern,BY
9671,201309671,2013,Landkreis Aschaffenburg (Land),94.5,Bayern,BY
9671,201709671,2017,Landkreis Aschaffenburg (Land),88.4,Bayern,BY
9672,200909672,2009,Landkreis Bad Kissingen,69.5,Bayern,BY
9672,201309672,2013,Landkreis Bad Kissingen,63.300000000000004,Bayern,BY
9672,201709672,2017,Landkreis Bad Kissingen,60.300000000000004,Bayern,BY
9673,200909673,2009,Landkreis Rhön-Grabfeld,70.0,Bayern,BY
9673,201309673,2013,Landkreis Rhön-Grabfeld,63.7,Bayern,BY
9673,201709673,2017,Landkreis Rhön-Grabfeld,61.900000000000006,Bayern,BY
9674,200909674,2009,Landkreis Haßberge,77.5,Bayern,BY
9674,201309674,2013,Landkreis Haßberge,66.4,Bayern,BY
9674,201709674,2017,Landkreis Haßberge,59.1,Bayern,BY
9675,200909675,2009,Landkreis Kitzingen,97.30000000000001,Bayern,BY
9675,201309675,2013,Landkreis Kitzingen,77.80000000000001,Bayern,BY
9675,201709675,2017,Landkreis Kitzingen,74.4,Bayern,BY
9676,200909676,2009,Landkreis Miltenberg,116.80000000000001,Bayern,BY
9676,201309676,2013,Landkreis Miltenberg,82.80000000000001,Bayern,BY
9676,201709676,2017,Landkreis Miltenberg,79.9,Bayern,BY
9677,200909677,2009,Landkreis Main-Spessart,84.5,Bayern,BY
9677,201309677,2013,Landkreis Main-Spessart,69.9,Bayern,BY
9677,201709677,2017,Landkreis Main-Spessart,68.60000000000001,Bayern,BY
9678,200909678,2009,Landkreis Schweinfurt (Land),73.7,Bayern,BY
9678,201309678,2013,Landkreis Schweinfurt (Land),67.2,Bayern,BY
9678,201709678,2017,Landkreis Schweinfurt (Land),59.300000000000004,Bayern,BY
9679,200909679,2009,Landkreis Würzburg (Land),85.4,Bayern,BY
9679,201309679,2013,Landkreis Würzburg (Land),75.0,Bayern,BY
9679,201709679,2017,Landkreis Würzburg (Land),74.3,Bayern,BY
9761,200909761,2009,Augsburg,116.60000000000001,Bayern,BY
9761,201309761,2013,Augsburg,114.2,Bayern,BY
9761,201709761,2017,Augsburg,89.2,Bayern,BY
9762,200909762,2009,Kaufbeuren,105.2,Bayern,BY
9762,201309762,2013,Kaufbeuren,93.60000000000001,Bayern,BY
9762,201709762,2017,Kaufbeuren,79.9,Bayern,BY
9763,200909763,2009,Kempten (Allgäu),110.0,Bayern,BY
9763,201309763,2013,Kempten (Allgäu),90.4,Bayern,BY
9763,201709763,2017,Kempten (Allgäu),79.60000000000001,Bayern,BY
9764,200909764,2009,Memmingen,101.4,Bayern,BY
9764,201309764,2013,Memmingen,87.80000000000001,Bayern,BY
9764,201709764,2017,Memmingen,75.60000000000001,Bayern,BY
9771,200909771,2009,Landkreis Aichach-Friedberg,116.30000000000001,Bayern,BY
9771,201309771,2013,Landkreis Aichach-Friedberg,91.10000000000001,Bayern,BY
9771,201709771,2017,Landkreis Aichach-Friedberg,91.5,Bayern,BY
9772,200909772,2009,Landkreis Augsburg Land,118.5,Bayern,BY
9772,201309772,2013,Landkreis Augsburg Land,103.30000000000001,Bayern,BY
9772,201709772,2017,Landkreis Augsburg Land,94.9,Bayern,BY
9773,200909773,2009,Landkreis Dillingen an der Donau,94.2,Bayern,BY
9773,201309773,2013,Landkreis Dillingen an der Donau,63.0,Bayern,BY
9773,201709773,2017,Landkreis Dillingen an der Donau,68.7,Bayern,BY
9774,200909774,2009,Landkreis Günzburg,98.30000000000001,Bayern,BY
9774,201309774,2013,Landkreis Günzburg,99.60000000000001,Bayern,BY
9774,201709774,2017,Landkreis Günzburg,82.30000000000001,Bayern,BY
9775,200909775,2009,Landkreis Neu-Ulm,103.2,Bayern,BY
9775,201309775,2013,Landkreis Neu-Ulm,103.60000000000001,Bayern,BY
9775,201709775,2017,Landkreis Neu-Ulm,81.4,Bayern,BY
9776,200909776,2009,Landkreis Lindau (Bodensee),100.5,Bayern,BY
9776,201309776,2013,Landkreis Lindau (Bodensee),82.10000000000001,Bayern,BY
9776,201709776,2017,Landkreis Lindau (Bodensee),79.5,Bayern,BY
9777,200909777,2009,Landkreis Ostallgäu,104.9,Bayern,BY
9777,201309777,2013,Landkreis Ostallgäu,83.5,Bayern,BY
9777,201709777,2017,Landkreis Ostallgäu,82.4,Bayern,BY
9778,200909778,2009,Landkreis Unterallgäu,102.9,Bayern,BY
9778,201309778,2013,Landkreis Unterallgäu,87.0,Bayern,BY
9778,201709778,2017,Landkreis Unterallgäu,79.30000000000001,Bayern,BY
9779,200909779,2009,Landkreis Donau-Ries,100.60000000000001,Bayern,BY
9779,201309779,2013,Landkreis Donau-Ries,72.8,Bayern,BY
9779,201709779,2017,Landkreis Donau-Ries,71.8,Bayern,BY
9780,200909780,2009,Landkreis Oberallgäu,103.7,Bayern,BY
9780,201309780,2013,Landkreis Oberallgäu,78.5,Bayern,BY
9780,201709780,2017,Landkreis Oberallgäu,73.0,Bayern,BY
10041,200910041,2009,Regionalverband Saarbrücken,93.9,Saarland,SL
10041,201310041,2013,Regionalverband Saarbrücken,74.5,Saarland,SL
10041,201710041,2017,Regionalverband Saarbrücken,66.8,Saarland,SL
10042,200910042,2009,Landkreis Merzig-Wadern,84.9,Saarland,SL
10042,201310042,2013,Landkreis Merzig-Wadern,54.6,Saarland,SL
10042,201710042,2017,Landkreis Merzig-Wadern,49.1,Saarland,SL
10043,200910043,2009,Landkreis Neunkirchen,73.7,Saarland,SL
10043,201310043,2013,Landkreis Neunkirchen,61.2,Saarland,SL
10043,201710043,2017,Landkreis Neunkirchen,57.5,Saarland,SL
10044,200910044,2009,Landkreis Saarlouis,85.30000000000001,Saarland,SL
10044,201310044,2013,Landkreis Saarlouis,67.9,Saarland,SL
10044,201710044,2017,Landkreis Saarlouis,61.0,Saarland,SL
10045,200910045,2009,Saarpfalz-Kreis,80.30000000000001,Saarland,SL
10045,201310045,2013,Saarpfalz-Kreis,72.10000000000001,Saarland,SL
10045,201710045,2017,Saarpfalz-Kreis,64.2,Saarland,SL
10046,200910046,2009,Landkreis St. Wendel,73.60000000000001,Saarland,SL
10046,201310046,2013,Landkreis St. Wendel,65.60000000000001,Saarland,SL
10046,201710046,2017,Landkreis St. Wendel,51.0,Saarland,SL
12051,200912051,2009,Brandenburg an der Havel,72.2,Brandenburg,BB
12051,201312051,2013,Brandenburg an der Havel,55.1,Brandenburg,BB
12051,201712051,2017,Brandenburg an der Havel,49.900000000000006,Brandenburg,BB
12052,200912052,2009,Cottbus,78.5,Brandenburg,BB
12052,201312052,2013,Cottbus,63.0,Brandenburg,BB
12052,201712052,2017,Cottbus,58.1,Brandenburg,BB
12053,200912053,2009,Frankfurt (Oder),103.60000000000001,Brandenburg,BB
12053,201312053,2013,Frankfurt (Oder),93.0,Brandenburg,BB
12053,201712053,2017,Frankfurt (Oder),57.900000000000006,Brandenburg,BB
12054,200912054,2009,Potsdam,113.2,Brandenburg,BB
12054,201312054,2013,Potsdam,83.5,Brandenburg,BB
12054,201712054,2017,Potsdam,82.60000000000001,Brandenburg,BB
12060,200912060,2009,Landkreis Barnim,94.30000000000001,Brandenburg,BB
12060,201312060,2013,Landkreis Barnim,77.80000000000001,Brandenburg,BB
12060,201712060,2017,Landkreis Barnim,64.5,Brandenburg,BB
12061,200912061,2009,Landkreis Dahme-Spreewald,104.60000000000001,Brandenburg,BB
12061,201312061,2013,Landkreis Dahme-Spreewald,88.5,Brandenburg,BB
12061,201712061,2017,Landkreis Dahme-Spreewald,84.10000000000001,Brandenburg,BB
12062,200912062,2009,Landkreis Elbe-Elster,62.5,Brandenburg,BB
12062,201312062,2013,Landkreis Elbe-Elster,49.400000000000006,Brandenburg,BB
12062,201712062,2017,Landkreis Elbe-Elster,35.7,Brandenburg,BB
12063,200912063,2009,Landkreis Havelland,93.60000000000001,Brandenburg,BB
12063,201312063,2013,Landkreis Havelland,72.0,Brandenburg,BB
12063,201712063,2017,Landkreis Havelland,72.0,Brandenburg,BB
12064,200912064,2009,Landkreis Märkisch-Oderland,96.5,Brandenburg,BB
12064,201312064,2013,Landkreis Märkisch-Oderland,73.9,Brandenburg,BB
12064,201712064,2017,Landkreis Märkisch-Oderland,69.8,Brandenburg,BB
12065,200912065,2009,Landkreis Oberhavel,89.80000000000001,Brandenburg,BB
12065,201312065,2013,Landkreis Oberhavel,79.9,Brandenburg,BB
12065,201712065,2017,Landkreis Oberhavel,67.5,Brandenburg,BB
12066,200912066,2009,Landkreis Oberspreewald-Lausitz,54.900000000000006,Brandenburg,BB
12066,201312066,2013,Landkreis Oberspreewald-Lausitz,41.5,Brandenburg,BB
12066,201712066,2017,Landkreis Oberspreewald-Lausitz,33.0,Brandenburg,BB
12067,200912067,2009,Landkreis Oder-Spree,81.60000000000001,Brandenburg,BB
12067,201312067,2013,Landkreis Oder-Spree,67.3,Brandenburg,BB
12067,201712067,2017,Landkreis Oder-Spree,54.900000000000006,Brandenburg,BB
12068,200912068,2009,Landkreis Ostprignitz-Ruppin,74.0,Brandenburg,BB
12068,201312068,2013,Landkreis Ostprignitz-Ruppin,50.6,Brandenburg,BB
12068,201712068,2017,Landkreis Ostprignitz-Ruppin,50.2,Brandenburg,BB
12069,200912069,2009,Landkreis Potsdam-Mittelmark,103.0,Brandenburg,BB
12069,201312069,2013,Landkreis Potsdam-Mittelmark,75.0,Brandenburg,BB
12069,201712069,2017,Landkreis Potsdam-Mittelmark,79.4,Brandenburg,BB
12070,200912070,2009,Landkreis Prignitz,80.80000000000001,Brandenburg,BB
12070,201312070,2013,Landkreis Prignitz,59.2,Brandenburg,BB
12070,201712070,2017,Landkreis Prignitz,48.2,Brandenburg,BB
12071,200912071,2009,Landkreis Spree-Neiße,79.9,Brandenburg,BB
12071,201312071,2013,Landkreis Spree-Neiße,58.6,Brandenburg,BB
12071,201712071,2017,Landkreis Spree-Neiße,55.6,Brandenburg,BB
12072,200912072,2009,Landkreis Teltow-Fläming,87.5,Brandenburg,BB
12072,201312072,2013,Landkreis Teltow-Fläming,83.5,Brandenburg,BB
12072,201712072,2017,Landkreis Teltow-Fläming,80.7,Brandenburg,BB
12073,200912073,2009,Landkreis Uckermark,63.6,Brandenburg,BB
12073,201312073,2013,Landkreis Uckermark,53.2,Brandenburg,BB
12073,201712073,2017,Landkreis Uckermark,44.0,Brandenburg,BB
13001,200913001,2009,Greifswald,75.3,Mecklenburg-Vorpommern,MV
13001,201313001,2013,Greifswald,,Mecklenburg-Vorpommern,MV
13001,201713001,2017,Greifswald,,Mecklenburg-Vorpommern,MV
13002,200913002,2009,Neubrandenburg,76.80000000000001,Mecklenburg-Vorpommern,MV
13002,201313002,2013,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13002,201713002,2017,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13003,200913003,2009,Rostock,92.2,Mecklenburg-Vorpommern,MV
13003,201313003,2013,Rostock,89.60000000000001,Mecklenburg-Vorpommern,MV
13003,201713003,2017,Rostock,69.10000000000001,Mecklenburg-Vorpommern,MV
13004,200913004,2009,Schwerin,85.80000000000001,Mecklenburg-Vorpommern,MV
13004,201313004,2013,Schwerin,80.9,Mecklenburg-Vorpommern,MV
13004,201713004,2017,Schwerin,56.2,Mecklenburg-Vorpommern,MV
13005,200913005,2009,Stralsund,69.3,Mecklenburg-Vorpommern,MV
13005,201313005,2013,Stralsund,,Mecklenburg-Vorpommern,MV
13005,201713005,2017,Stralsund,,Mecklenburg-Vorpommern,MV
13006,200913006,2009,Wismar,76.9,Mecklenburg-Vorpommern,MV
13006,201313006,2013,Wismar,,Mecklenburg-Vorpommern,MV
13006,201713006,2017,Wismar,,Mecklenburg-Vorpommern,MV
13051,200913051,2009,Landkreis Bad Doberan,111.9,Mecklenburg-Vorpommern,MV
13051,201313051,2013,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13051,201713051,2017,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13052,200913052,2009,Landkreis Demmin,52.900000000000006,Mecklenburg-Vorpommern,MV
13052,201313052,2013,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13052,201713052,2017,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13053,200913053,2009,Landkreis Güstrow,71.7,Mecklenburg-Vorpommern,MV
13053,201313053,2013,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13053,201713053,2017,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13054,200913054,2009,Landkreis Ludwigslust,71.10000000000001,Mecklenburg-Vorpommern,MV
13054,201313054,2013,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13054,201713054,2017,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13055,200913055,2009,Landkreis Mecklenburg-Strelitz,65.8,Mecklenburg-Vorpommern,MV
13055,201313055,2013,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13055,201713055,2017,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13056,200913056,2009,Landkreis Müritz,74.0,Mecklenburg-Vorpommern,MV
13056,201313056,2013,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13056,201713056,2017,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13057,200913057,2009,Landkreis Nordvorpommern,73.2,Mecklenburg-Vorpommern,MV
13057,201313057,2013,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13057,201713057,2017,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13058,200913058,2009,Landkreis Nordwestmecklenburg,83.4,Mecklenburg-Vorpommern,MV
13058,201313058,2013,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13058,201713058,2017,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13059,200913059,2009,Landkreis Ostvorpommern,69.3,Mecklenburg-Vorpommern,MV
13059,201313059,2013,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13059,201713059,2017,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13060,200913060,2009,Landkreis Parchim,63.2,Mecklenburg-Vorpommern,MV
13060,201313060,2013,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13060,201713060,2017,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13061,200913061,2009,Landkreis Rügen,90.9,Mecklenburg-Vorpommern,MV
13061,201313061,2013,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13061,201713061,2017,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
